Order_ID,Order_Date,Warehouse_ID,Product_ID,Product_Category,Units_Ordered,Unit_Cost,Transport_Mode,Distance_km,Delivery_Time_days,Stock_Availability,Delivery_Status
O12412,2023-07-13,WH-005,P98145,Toys,17,462.91,Rail,275,11,No,Cancelled
O12413,2023-03-07,WH-010,P67836,Groceries,18,318.62,Rail,1049,14,No,On-Time
O12414,2023-03-19,WH-003,P27781,Toys,19,312.66,Road,1267,14,No,On-Time
O12415,2023-01-09,WH-005,P14515,Groceries,26,316.22,Rail,1694,11,Yes,Cancelled
O12416,2023-09-06,WH-004,P76140,Groceries,4,491.66,Road,348,6,Yes,Cancelled
O12417,2023-12-19,WH-005,P76968,Apparel,41,212.39,Sea,545,6,No,On-Time
O12418,2023-02-24,WH-009,P17083,Furniture,16,470.54,Rail,990,8,Yes,On-Time
O12419,2023-02-04,WH-006,P66768,Electronics,19,48.11,Road,88,15,Yes,Delayed
O12420,2023-03-23,WH-009,P94605,Toys,46,420.31,Air,1132,5,Yes,Delayed
O12421,2023-09-24,WH-003,P47895,Groceries,46,428.26,Sea,475,5,No,On-Time
O12422,2023-02-01,WH-008,P75237,Apparel,34,391.44,Rail,1872,9,Yes,On-Time
O12423,2023-04-29,WH-009,P60015,Groceries,32,157.31,Road,420,14,Yes,Delayed
O12424,2023-10-13,WH-005,P49027,Toys,3,136.35,Sea,1622,4,No,On-Time
O12425,2023-10-18,WH-006,P88815,Furniture,25,357.36,Rail,1993,10,Yes,On-Time
O12426,2023-06-17,WH-005,P28539,Apparel,26,459.09,Road,1779,12,Yes,Delayed
O12427,2023-11-16,WH-001,P47684,Electronics,3,196.01,Rail,1357,9,Yes,Cancelled
O12428,2023-06-03,WH-006,P60986,Groceries,48,348.6,Sea,121,15,No,On-Time
O12429,2023-01-02,WH-006,P60293,Electronics,39,95.17,Road,1604,15,Yes,Delayed
O12430,2023-01-10,WH-007,P78447,Groceries,41,152.28,Rail,1121,7,Yes,Cancelled
O12431,2023-09-21,WH-008,P30226,Electronics,33,195.4,Rail,1709,2,No,On-Time
O12432,2023-08-18,WH-003,P45686,Electronics,7,279.01,Air,423,2,Yes,Delayed
O12433,2023-04-15,WH-009,P49405,Electronics,2,357.77,Air,1472,11,No,Cancelled
O12434,2023-08-27,WH-005,P58565,Automotive,36,93.72,Road,1589,10,Yes,On-Time
O12435,2023-04-25,WH-006,P16096,Apparel,2,239.74,Sea,1213,9,Yes,Delayed
O12436,2023-09-01,WH-004,P99438,Apparel,38,262.38,Road,837,15,No,Cancelled
O12437,2023-06-12,WH-004,P71088,Toys,5,174.51,Rail,617,13,No,Cancelled
O12438,2023-11-04,WH-004,P59648,Apparel,36,119.94,Road,920,13,No,Cancelled
O12439,2023-07-03,WH-003,P39255,Electronics,24,355.91,Rail,1955,13,No,Cancelled
O12440,2023-12-18,WH-005,P86667,Automotive,34,287.75,Road,787,9,Yes,On-Time
O12441,2023-06-02,WH-006,P96084,Automotive,43,401.22,Sea,940,5,No,Cancelled
O12442,2023-08-16,WH-002,P92815,Apparel,4,179.28,Rail,407,10,Yes,Delayed
O12443,2023-07-25,WH-009,P23815,Electronics,36,373.79,Sea,1707,11,Yes,Delayed
O12444,2023-10-23,WH-002,P36623,Groceries,40,14.05,Road,622,14,Yes,Cancelled
O12445,2023-06-24,WH-010,P36579,Automotive,15,21.5,Air,139,2,No,On-Time
O12446,2023-01-01,WH-009,P43133,Groceries,35,438.29,Rail,1181,2,No,Cancelled
O12447,2023-10-22,WH-009,P55603,Furniture,46,149.35,Sea,1015,9,Yes,On-Time
O12448,2023-10-15,WH-007,P90729,Electronics,29,317.77,Air,1557,9,No,Delayed
O12449,2023-11-11,WH-008,P78150,Toys,28,144.06,Air,1757,1,Yes,On-Time
O12450,2023-09-03,WH-005,P39500,Electronics,41,141.87,Sea,659,2,Yes,Cancelled
O12451,2023-02-25,WH-009,P72840,Apparel,2,29.06,Rail,834,3,Yes,Delayed
O12452,2023-04-04,WH-009,P72753,Apparel,42,153.85,Rail,1873,13,Yes,Cancelled
O12453,2023-09-25,WH-005,P68441,Apparel,14,403.99,Air,109,1,Yes,Cancelled
O12454,2023-04-05,WH-003,P78658,Apparel,45,437.45,Sea,1655,2,Yes,Delayed
O12455,2023-01-19,WH-004,P42577,Apparel,25,201.71,Air,140,15,No,Delayed
O12456,2023-09-01,WH-003,P80604,Automotive,39,41.57,Road,1017,1,Yes,On-Time
O12457,2023-02-26,WH-005,P34732,Apparel,10,304.07,Road,732,15,No,On-Time
O12458,2023-12-17,WH-005,P77980,Furniture,49,58.88,Sea,1444,13,Yes,Delayed
O12459,2023-01-01,WH-008,P37412,Automotive,21,162.13,Rail,455,10,No,On-Time
O12460,2023-08-23,WH-005,P39135,Apparel,48,146.77,Rail,915,13,No,Delayed
O12461,2023-06-01,WH-008,P21463,Automotive,20,346.5,Sea,259,10,No,On-Time
O12462,2023-11-26,WH-010,P40367,Toys,45,339.5,Rail,1614,7,Yes,On-Time
O12463,2023-01-01,WH-006,P96159,Electronics,15,9.77,Road,1003,8,No,On-Time
O12464,2023-12-24,WH-003,P38851,Automotive,23,140.88,Road,1418,6,No,On-Time
O12465,2023-10-07,WH-003,P82981,Furniture,14,350.15,Sea,483,13,No,Delayed
O12466,2023-05-05,WH-007,P92301,Groceries,19,154.99,Air,1675,13,Yes,Delayed
O12467,2023-08-02,WH-004,P40787,Groceries,27,336.93,Sea,99,14,Yes,Cancelled
O12468,2023-07-09,WH-002,P43456,Apparel,18,373.46,Air,396,2,Yes,Delayed
O12469,2023-12-19,WH-004,P78363,Groceries,9,223.5,Air,644,8,No,Cancelled
O12470,2023-07-26,WH-009,P52772,Toys,31,158.1,Air,410,6,Yes,Cancelled
O12471,2023-05-25,WH-002,P52936,Automotive,11,419.27,Sea,1247,15,Yes,On-Time
O12472,2023-02-27,WH-005,P42712,Apparel,22,456.3,Road,912,4,Yes,Delayed
O12473,2023-10-29,WH-002,P98740,Groceries,15,154.0,Air,1187,7,No,On-Time
O12474,2023-06-25,WH-007,P14874,Apparel,48,324.07,Road,1166,1,Yes,Cancelled
O12475,2023-03-18,WH-004,P19882,Groceries,8,11.31,Road,1748,6,No,On-Time
O12476,2023-07-17,WH-004,P61402,Toys,17,298.21,Road,1745,1,No,On-Time
O12477,2023-02-14,WH-005,P35419,Toys,15,351.44,Road,1007,9,No,Cancelled
O12478,2023-03-02,WH-003,P18604,Groceries,26,145.67,Road,313,9,No,Delayed
O12479,2023-05-02,WH-002,P39550,Apparel,48,327.83,Rail,1942,12,No,On-Time
O12480,2023-02-28,WH-007,P64565,Groceries,14,92.83,Air,1627,13,Yes,On-Time
O12481,2023-02-22,WH-007,P94787,Apparel,18,397.0,Rail,973,2,Yes,On-Time
O12482,2023-10-06,WH-004,P57651,Furniture,27,160.09,Road,620,1,Yes,Delayed
O12483,2023-09-06,WH-005,P38596,Toys,15,141.22,Road,1393,14,No,On-Time
O12484,2023-07-25,WH-008,P63535,Furniture,11,488.66,Road,677,13,No,On-Time
O12485,2023-06-10,WH-007,P49698,Automotive,43,62.71,Sea,606,11,Yes,Delayed
O12486,2023-08-08,WH-009,P82712,Automotive,49,300.32,Sea,1604,12,No,Cancelled
O12487,2023-11-02,WH-010,P26148,Automotive,49,198.19,Sea,887,10,No,Cancelled
O12488,2023-06-23,WH-007,P51604,Groceries,30,340.84,Road,912,15,Yes,Delayed
O12489,2023-03-29,WH-008,P43631,Furniture,4,108.76,Air,1191,10,No,On-Time
O12490,2023-04-15,WH-009,P58688,Groceries,22,52.3,Air,1264,6,Yes,Cancelled
O12491,2023-04-05,WH-006,P17030,Apparel,17,163.71,Rail,349,2,Yes,Cancelled
O12492,2023-10-12,WH-001,P78808,Groceries,9,209.51,Air,1595,4,Yes,Delayed
O12493,2023-07-04,WH-003,P61218,Automotive,11,468.15,Sea,763,12,No,Cancelled
O12494,2023-05-05,WH-005,P20874,Electronics,26,315.38,Air,1993,10,No,On-Time
O12495,2023-09-06,WH-008,P59231,Apparel,24,188.05,Air,917,13,Yes,On-Time
O12496,2023-05-14,WH-003,P39858,Automotive,22,73.26,Sea,1743,3,No,Delayed
O12497,2023-11-09,WH-001,P76870,Apparel,5,396.15,Air,718,6,No,Cancelled
O12498,2023-04-10,WH-003,P43332,Apparel,43,92.58,Rail,929,13,Yes,On-Time
O12499,2023-02-26,WH-009,P40289,Automotive,23,330.57,Sea,1022,14,Yes,Delayed
O12500,2023-08-31,WH-001,P34396,Apparel,19,452.38,Sea,904,11,No,On-Time
O12501,2023-09-13,WH-010,P53005,Apparel,2,346.53,Rail,1751,9,Yes,Delayed
O12502,2023-02-09,WH-002,P90283,Groceries,9,448.65,Road,1837,4,No,Cancelled
O12503,2023-11-13,WH-006,P44743,Toys,35,46.87,Air,1756,13,Yes,Delayed
O12504,2023-04-21,WH-005,P51440,Toys,50,469.18,Rail,1096,14,No,On-Time
O12505,2023-02-01,WH-002,P87137,Automotive,45,483.94,Rail,967,6,No,Cancelled
O12506,2023-12-20,WH-001,P64228,Apparel,42,78.43,Road,1349,15,No,Cancelled
O12507,2023-09-16,WH-007,P25265,Electronics,50,348.94,Road,468,9,Yes,Delayed
O12508,2023-11-27,WH-007,P97090,Toys,17,71.49,Road,494,2,No,On-Time
O12509,2023-09-04,WH-007,P10664,Furniture,23,358.74,Road,1953,1,No,Delayed
O12510,2023-07-05,WH-004,P52646,Toys,7,52.01,Road,1057,9,Yes,Cancelled
O12511,2023-11-07,WH-001,P64931,Furniture,50,453.46,Road,267,6,No,On-Time
O12512,2023-06-16,WH-007,P14784,Furniture,27,301.07,Rail,948,9,No,Delayed
O12513,2023-04-30,WH-006,P19160,Electronics,5,452.11,Air,1744,15,No,Delayed
O12514,2023-01-22,WH-001,P62540,Groceries,14,402.29,Air,1761,4,No,Delayed
O12515,2023-03-21,WH-003,P21249,Electronics,1,45.43,Air,1045,5,Yes,Cancelled
O12516,2023-02-10,WH-009,P34389,Groceries,48,205.24,Road,343,5,Yes,Delayed
O12517,2023-05-01,WH-010,P79858,Groceries,9,30.4,Rail,1822,10,Yes,On-Time
O12518,2023-07-09,WH-010,P37092,Groceries,5,383.99,Air,1901,3,Yes,Cancelled
O12519,2023-09-10,WH-005,P62626,Toys,29,240.94,Air,1722,11,No,On-Time
O12520,2023-11-17,WH-005,P97666,Toys,11,107.15,Rail,480,13,No,Delayed
O12521,2023-11-02,WH-006,P29711,Furniture,29,352.89,Road,1357,1,No,Cancelled
O12522,2023-11-06,WH-009,P56966,Automotive,27,449.35,Air,1026,12,No,On-Time
O12523,2023-09-07,WH-009,P50520,Furniture,4,312.27,Air,1111,7,Yes,On-Time
O12524,2023-07-28,WH-004,P12564,Apparel,47,172.56,Rail,248,15,No,On-Time
O12525,2023-11-27,WH-007,P78291,Furniture,20,270.59,Road,320,2,No,Delayed
O12526,2023-07-09,WH-005,P90429,Automotive,37,159.16,Rail,1055,7,No,On-Time
O12527,2023-05-31,WH-007,P76777,Automotive,1,393.95,Rail,1683,4,Yes,Delayed
O12528,2023-03-12,WH-007,P57491,Groceries,11,249.11,Air,1763,9,No,Delayed
O12529,2023-08-02,WH-008,P79920,Automotive,16,481.63,Sea,957,1,No,Cancelled
O12530,2023-03-20,WH-003,P99210,Electronics,3,252.1,Rail,259,8,No,Delayed
O12531,2023-07-08,WH-010,P60714,Automotive,30,133.25,Air,1268,11,Yes,Delayed
O12532,2023-05-10,WH-002,P94637,Apparel,37,146.62,Rail,1067,9,No,Cancelled
O12533,2023-01-17,WH-006,P89745,Toys,47,423.18,Sea,190,6,Yes,Cancelled
O12534,2023-03-26,WH-005,P98746,Electronics,33,409.51,Road,1206,4,Yes,On-Time
O12535,2023-02-12,WH-003,P30780,Electronics,33,87.11,Road,1406,4,Yes,Cancelled
O12536,2023-08-12,WH-002,P47205,Apparel,38,253.83,Air,411,14,Yes,Cancelled
O12537,2023-07-14,WH-001,P32610,Furniture,32,296.2,Air,554,7,No,On-Time
O12538,2023-12-14,WH-005,P73192,Groceries,21,499.35,Rail,725,3,No,Cancelled
O12539,2023-12-05,WH-004,P60226,Furniture,10,192.78,Rail,1466,4,Yes,Cancelled
O12540,2023-10-06,WH-001,P20851,Toys,21,214.76,Air,732,3,Yes,Delayed
O12541,2023-06-01,WH-001,P79853,Toys,36,421.71,Sea,1812,4,No,On-Time
O12542,2023-03-04,WH-003,P91200,Electronics,18,261.5,Sea,1322,7,Yes,On-Time
O12543,2023-07-10,WH-004,P20171,Electronics,14,352.98,Rail,884,12,Yes,On-Time
O12544,2023-07-23,WH-007,P32226,Automotive,43,362.51,Rail,1226,9,No,On-Time
O12545,2023-03-25,WH-008,P33497,Electronics,28,288.81,Road,947,4,Yes,On-Time
O12546,2023-08-06,WH-002,P87670,Furniture,12,253.1,Road,739,11,Yes,Delayed
O12547,2023-02-18,WH-010,P35426,Furniture,23,442.3,Air,518,7,Yes,On-Time
O12548,2023-02-15,WH-008,P10614,Furniture,27,49.85,Sea,1532,7,No,On-Time
O12549,2023-03-21,WH-004,P67413,Electronics,31,261.89,Sea,1487,15,No,On-Time
O12550,2023-06-21,WH-002,P48514,Electronics,48,256.83,Road,1659,4,Yes,Delayed
O12551,2023-08-05,WH-001,P69623,Electronics,7,120.45,Air,303,7,Yes,Delayed
O12552,2023-06-30,WH-005,P66731,Automotive,13,232.27,Rail,1280,3,Yes,On-Time
O12553,2023-01-22,WH-004,P35313,Electronics,45,38.88,Rail,885,13,Yes,Cancelled
O12554,2023-03-18,WH-009,P29163,Electronics,50,405.55,Rail,1762,4,Yes,Delayed
O12555,2023-01-03,WH-007,P15088,Toys,26,218.39,Air,1435,1,No,Cancelled
O12556,2023-05-19,WH-004,P45176,Groceries,21,414.81,Rail,1788,3,No,Cancelled
O12557,2023-11-15,WH-008,P99396,Automotive,16,485.41,Air,1809,10,Yes,Delayed
O12558,2023-02-04,WH-005,P43116,Apparel,9,126.12,Sea,1951,10,No,Delayed
O12559,2023-09-20,WH-008,P49123,Electronics,33,80.23,Road,119,10,No,Cancelled
O12560,2023-02-06,WH-009,P57984,Apparel,29,183.82,Rail,1875,10,Yes,Cancelled
O12561,2023-12-20,WH-008,P28320,Apparel,48,399.93,Air,1820,8,Yes,On-Time
O12562,2023-05-08,WH-007,P42511,Groceries,15,384.68,Sea,1642,2,No,Delayed
O12563,2023-04-26,WH-002,P78996,Electronics,20,38.65,Sea,1476,1,Yes,Cancelled
O12564,2023-09-15,WH-007,P99788,Apparel,32,400.71,Road,933,3,Yes,Cancelled
O12565,2023-05-23,WH-008,P78424,Automotive,20,59.23,Road,1398,11,Yes,Cancelled
O12566,2023-07-27,WH-006,P37168,Furniture,39,180.09,Air,1273,9,Yes,On-Time
O12567,2023-10-07,WH-010,P58888,Toys,5,458.07,Rail,1799,11,Yes,On-Time
O12568,2023-09-26,WH-002,P74371,Groceries,15,32.72,Sea,1845,10,Yes,Cancelled
O12569,2023-02-17,WH-006,P21572,Apparel,4,167.0,Road,155,1,No,Delayed
O12570,2023-01-26,WH-003,P15490,Apparel,11,415.13,Rail,1782,2,Yes,Delayed
O12571,2023-04-29,WH-001,P19655,Furniture,43,396.85,Rail,1919,1,No,Cancelled
O12572,2023-10-20,WH-004,P64734,Electronics,27,428.54,Air,1585,6,No,On-Time
O12573,2023-09-03,WH-003,P59918,Automotive,48,459.79,Rail,225,4,No,Cancelled
O12574,2023-05-26,WH-009,P71293,Groceries,26,150.74,Air,781,5,No,Cancelled
O12575,2023-12-31,WH-010,P56942,Toys,44,131.43,Air,1532,13,No,On-Time
O12576,2023-05-18,WH-010,P93337,Furniture,41,235.5,Air,1044,10,Yes,Delayed
O12577,2023-08-29,WH-002,P29630,Groceries,6,105.29,Air,393,14,No,Cancelled
O12578,2023-04-01,WH-006,P99974,Apparel,8,81.15,Air,1249,4,Yes,Delayed
O12579,2023-02-18,WH-003,P29574,Groceries,27,218.76,Air,1707,13,Yes,Delayed
O12580,2023-07-13,WH-003,P25164,Automotive,28,176.94,Rail,1916,14,Yes,Cancelled
O12581,2023-09-10,WH-007,P65752,Automotive,49,484.05,Sea,1217,11,No,Delayed
O12582,2023-10-31,WH-004,P45752,Furniture,31,405.59,Air,496,11,No,On-Time
O12583,2023-06-05,WH-004,P91931,Groceries,44,153.16,Sea,1579,15,Yes,Delayed
O12584,2023-09-05,WH-003,P86718,Electronics,7,36.28,Rail,963,12,No,Cancelled
O12585,2023-12-17,WH-005,P25977,Automotive,7,76.02,Road,782,12,Yes,Cancelled
O12586,2023-12-05,WH-007,P20780,Electronics,46,270.88,Sea,1934,2,Yes,Cancelled
O12587,2023-08-19,WH-005,P29138,Automotive,6,41.47,Sea,1541,10,Yes,Delayed
O12588,2023-04-23,WH-004,P43229,Automotive,22,170.13,Sea,850,3,No,Delayed
O12589,2023-05-17,WH-008,P71605,Furniture,12,79.19,Rail,1604,10,Yes,On-Time
O12590,2023-12-18,WH-005,P52559,Toys,36,273.54,Rail,1263,14,No,Delayed
O12591,2023-07-01,WH-005,P72110,Apparel,41,298.76,Road,1844,3,Yes,On-Time
O12592,2023-09-09,WH-010,P12979,Furniture,36,76.93,Rail,694,10,No,On-Time
O12593,2023-11-18,WH-010,P74790,Automotive,29,381.29,Sea,939,11,Yes,Cancelled
O12594,2023-01-09,WH-005,P29699,Apparel,9,407.42,Road,1968,14,Yes,On-Time
O12595,2023-01-05,WH-003,P82216,Electronics,8,307.73,Air,872,10,No,Delayed
O12596,2023-03-06,WH-007,P50482,Groceries,28,256.05,Road,1689,8,No,Cancelled
O12597,2023-03-15,WH-007,P81990,Apparel,35,396.47,Air,691,6,No,Cancelled
O12598,2023-03-25,WH-002,P10763,Furniture,11,45.77,Road,656,6,Yes,Cancelled
O12599,2023-11-20,WH-009,P95156,Groceries,1,321.1,Rail,1223,2,No,Cancelled
O12600,2023-11-19,WH-002,P55173,Apparel,1,499.14,Rail,1224,1,Yes,On-Time
O12601,2023-03-16,WH-010,P27527,Furniture,18,31.68,Road,1030,9,Yes,On-Time
O12602,2023-10-04,WH-003,P67260,Apparel,24,318.75,Rail,1586,7,Yes,Delayed
O12603,2023-07-28,WH-002,P56053,Toys,13,405.87,Rail,1159,2,No,Cancelled
O12604,2023-10-08,WH-002,P11497,Furniture,42,393.7,Air,574,6,No,Cancelled
O12605,2023-02-27,WH-001,P24221,Electronics,45,471.24,Air,1494,12,Yes,On-Time
O12606,2023-08-08,WH-002,P98473,Automotive,19,7.87,Road,1917,4,Yes,Cancelled
O12607,2023-07-31,WH-005,P40772,Furniture,13,499.97,Sea,615,1,No,On-Time
O12608,2023-03-29,WH-008,P20288,Automotive,2,231.79,Road,591,14,No,Delayed
O12609,2023-10-29,WH-003,P72274,Automotive,24,144.34,Rail,1888,15,No,Cancelled
O12610,2023-02-18,WH-001,P66069,Electronics,7,39.87,Sea,1911,4,No,On-Time
O12611,2023-01-30,WH-009,P61085,Electronics,45,423.02,Air,1324,13,No,Cancelled
O12612,2023-03-01,WH-010,P66305,Groceries,23,281.19,Road,1314,3,No,Cancelled
O12613,2023-03-03,WH-007,P10335,Automotive,14,229.23,Rail,436,3,Yes,On-Time
O12614,2023-02-20,WH-007,P74365,Furniture,31,228.89,Road,970,4,No,On-Time
O12615,2023-08-24,WH-001,P26373,Groceries,32,244.03,Road,1468,3,Yes,Cancelled
O12616,2023-07-20,WH-001,P32789,Electronics,5,120.68,Sea,1137,9,No,Cancelled
O12617,2023-04-22,WH-006,P85965,Furniture,15,337.7,Road,480,13,Yes,On-Time
O12618,2023-02-22,WH-002,P17721,Groceries,24,354.14,Road,98,10,No,Cancelled
O12619,2023-03-12,WH-005,P99294,Groceries,16,182.42,Road,1902,13,Yes,On-Time
O12620,2023-06-23,WH-006,P37003,Furniture,36,389.0,Air,970,4,Yes,Cancelled
O12621,2023-10-02,WH-001,P48948,Furniture,9,48.74,Rail,1001,9,No,Cancelled
O12622,2023-08-06,WH-007,P91435,Furniture,48,100.04,Road,941,15,Yes,Delayed
O12623,2023-07-22,WH-001,P43667,Apparel,11,454.67,Road,499,8,No,On-Time
O12624,2023-04-28,WH-006,P71278,Groceries,3,57.84,Road,1805,7,No,Cancelled
O12625,2023-05-12,WH-009,P91864,Apparel,3,393.7,Rail,1912,12,Yes,On-Time
O12626,2023-03-09,WH-004,P23727,Electronics,38,428.59,Sea,1906,1,Yes,Delayed
O12627,2023-03-14,WH-009,P95486,Groceries,16,404.08,Road,696,10,No,Delayed
O12628,2023-08-06,WH-001,P14901,Toys,19,269.31,Air,611,1,Yes,Cancelled
O12629,2023-10-28,WH-004,P64937,Electronics,45,412.32,Rail,1133,1,No,On-Time
O12630,2023-06-19,WH-004,P97838,Furniture,17,203.86,Road,691,13,No,On-Time
O12631,2023-01-19,WH-010,P22258,Electronics,32,114.78,Road,798,4,No,Cancelled
O12632,2023-04-21,WH-005,P39104,Furniture,33,391.6,Road,531,14,Yes,Cancelled
O12633,2023-07-11,WH-003,P99239,Furniture,26,327.9,Sea,71,11,No,Delayed
O12634,2023-09-22,WH-009,P63721,Furniture,27,152.05,Rail,892,5,No,Delayed
O12635,2023-09-04,WH-006,P73219,Groceries,20,198.24,Road,1730,7,No,Cancelled
O12636,2023-02-08,WH-003,P71023,Toys,40,265.57,Sea,787,13,Yes,On-Time
O12637,2023-06-17,WH-003,P45496,Groceries,50,102.06,Rail,561,2,No,Delayed
O12638,2023-02-19,WH-006,P36764,Furniture,46,406.8,Sea,1133,12,Yes,Cancelled
O12639,2023-09-11,WH-003,P24250,Furniture,2,452.76,Sea,1789,3,No,Cancelled
O12640,2023-04-25,WH-007,P80640,Apparel,48,182.96,Sea,1352,12,Yes,Delayed
O12641,2023-09-23,WH-005,P65563,Toys,7,46.0,Rail,1758,9,No,On-Time
O12642,2023-11-24,WH-005,P50515,Groceries,26,215.78,Road,1393,13,No,Delayed
O12643,2023-06-28,WH-005,P16610,Electronics,17,276.52,Rail,1717,12,Yes,On-Time
O12644,2023-07-10,WH-009,P97132,Automotive,18,111.7,Road,395,14,No,Delayed
O12645,2023-07-16,WH-006,P94115,Automotive,23,241.41,Air,517,1,Yes,Cancelled
O12646,2023-12-24,WH-004,P21671,Groceries,4,475.73,Road,1874,4,No,Delayed
O12647,2023-04-18,WH-003,P78997,Automotive,22,445.41,Air,509,8,No,Cancelled
O12648,2023-01-21,WH-006,P47718,Furniture,45,9.71,Air,809,9,No,Delayed
O12649,2023-02-06,WH-008,P65263,Groceries,11,94.2,Sea,1922,6,No,On-Time
O12650,2023-06-20,WH-005,P57951,Toys,43,324.55,Sea,1829,15,No,On-Time
O12651,2023-06-10,WH-010,P40712,Furniture,49,158.12,Rail,1773,6,No,Delayed
O12652,2023-06-03,WH-005,P67350,Automotive,10,191.03,Sea,696,8,No,On-Time
O12653,2023-07-19,WH-006,P24100,Toys,24,265.96,Rail,496,4,Yes,On-Time
O12654,2023-11-27,WH-010,P89116,Electronics,37,381.1,Rail,1898,5,No,On-Time
O12655,2023-06-04,WH-004,P30544,Furniture,3,333.03,Road,1395,15,No,Cancelled
O12656,2023-03-08,WH-001,P17820,Groceries,36,367.6,Road,160,11,Yes,Cancelled
O12657,2023-01-09,WH-005,P28385,Groceries,26,361.3,Air,1645,6,Yes,On-Time
O12658,2023-10-25,WH-008,P31431,Automotive,36,25.11,Air,1341,9,No,On-Time
O12659,2023-06-28,WH-002,P43193,Toys,48,442.59,Air,1027,12,Yes,Delayed
O12660,2023-06-17,WH-006,P23288,Electronics,37,233.28,Sea,247,3,Yes,Delayed
O12661,2023-04-08,WH-005,P54856,Groceries,12,62.26,Road,308,4,Yes,On-Time
O12662,2023-01-29,WH-003,P45924,Automotive,48,29.31,Rail,949,5,No,Delayed
O12663,2023-04-30,WH-004,P85144,Automotive,12,372.03,Rail,106,10,No,Delayed
O12664,2023-10-02,WH-006,P53613,Toys,7,221.02,Road,468,12,No,Delayed
O12665,2023-08-02,WH-008,P82247,Apparel,1,12.1,Road,1373,12,No,Delayed
O12666,2023-07-31,WH-005,P40750,Toys,22,72.51,Road,180,6,No,Cancelled
O12667,2023-12-29,WH-008,P75307,Groceries,38,89.21,Rail,1598,12,Yes,Delayed
O12668,2023-05-26,WH-006,P67368,Electronics,33,258.94,Road,1128,14,Yes,Delayed
O12669,2023-03-06,WH-004,P61248,Electronics,50,117.74,Road,443,3,No,Delayed
O12670,2023-10-10,WH-002,P95844,Furniture,14,344.69,Sea,1175,6,Yes,Cancelled
O12671,2023-08-25,WH-007,P74537,Electronics,11,281.57,Air,1215,14,Yes,Cancelled
O12672,2023-10-07,WH-004,P47303,Groceries,44,155.88,Rail,572,3,Yes,Delayed
O12673,2023-11-23,WH-010,P39900,Automotive,11,52.09,Road,1996,13,No,Cancelled
O12674,2023-11-15,WH-002,P79152,Furniture,49,337.82,Road,107,6,No,On-Time
O12675,2023-04-25,WH-007,P87552,Furniture,1,284.76,Air,1785,4,No,On-Time
O12676,2023-03-17,WH-009,P35041,Automotive,21,447.2,Road,1792,10,Yes,Delayed
O12677,2023-11-12,WH-005,P60080,Automotive,22,139.22,Road,724,5,Yes,On-Time
O12678,2023-09-18,WH-007,P51177,Apparel,48,467.03,Sea,1504,6,Yes,Cancelled
O12679,2023-12-04,WH-003,P24516,Electronics,27,8.22,Air,378,8,No,Delayed
O12680,2023-05-09,WH-008,P47767,Automotive,30,354.42,Road,1391,4,No,Cancelled
O12681,2023-04-02,WH-004,P44222,Groceries,15,171.59,Air,1007,2,Yes,Delayed
O12682,2023-08-05,WH-001,P14994,Apparel,22,93.07,Rail,628,3,No,On-Time
O12683,2023-04-07,WH-002,P18487,Toys,30,342.3,Air,366,12,No,Delayed
O12684,2023-01-06,WH-010,P19884,Automotive,46,314.54,Air,462,9,No,Delayed
O12685,2023-05-01,WH-004,P29791,Electronics,5,57.59,Road,748,8,No,On-Time
O12686,2023-07-15,WH-006,P56532,Furniture,46,445.28,Air,1474,10,No,Cancelled
O12687,2023-07-29,WH-004,P22786,Toys,45,411.38,Road,976,4,Yes,Delayed
O12688,2023-02-21,WH-003,P96620,Furniture,39,464.71,Sea,792,1,No,Delayed
O12689,2023-09-11,WH-001,P49684,Furniture,1,101.37,Sea,1038,10,Yes,On-Time
O12690,2023-09-20,WH-008,P73641,Furniture,15,166.8,Rail,597,12,Yes,Cancelled
O12691,2023-06-14,WH-008,P39522,Automotive,49,68.33,Air,588,5,No,Delayed
O12692,2023-05-16,WH-010,P24110,Toys,11,289.16,Sea,1407,5,Yes,Delayed
O12693,2023-03-10,WH-007,P13192,Electronics,29,176.17,Rail,1670,8,No,On-Time
O12694,2023-03-24,WH-002,P20310,Apparel,22,445.46,Air,1487,1,No,Cancelled
O12695,2023-07-10,WH-005,P85015,Groceries,14,149.01,Air,1703,14,Yes,Cancelled
O12696,2023-01-31,WH-010,P72508,Furniture,37,472.04,Road,1643,11,Yes,On-Time
O12697,2023-08-31,WH-009,P86452,Apparel,45,436.35,Road,1219,4,Yes,Delayed
O12698,2023-05-08,WH-005,P56130,Automotive,10,476.06,Road,90,8,Yes,Cancelled
O12699,2023-02-17,WH-008,P69122,Automotive,42,421.24,Rail,1634,4,No,Cancelled
O12700,2023-12-15,WH-010,P37271,Automotive,2,100.84,Sea,1169,13,Yes,Cancelled
O12701,2023-09-28,WH-008,P80542,Automotive,35,364.11,Rail,1334,3,Yes,On-Time
O12702,2023-11-10,WH-009,P11602,Toys,50,494.71,Air,281,9,No,Delayed
O12703,2023-02-11,WH-009,P50609,Toys,25,319.17,Rail,518,7,No,Cancelled
O12704,2023-08-15,WH-003,P52014,Automotive,29,179.44,Road,954,10,Yes,Delayed
O12705,2023-10-11,WH-010,P37783,Toys,43,220.91,Road,1729,5,Yes,On-Time
